date,station_id,time,precipitation
20190919,488250,07:00pm,15.0mm
20190920,488250,07:00pm,0.2mm
20191003,488250,07:00am,4.0mm
20191003,488250,07:00pm,6.0mm
20191004,488250,07:00am,2.0mm
20191004,488250,07:00pm,35.0mm
20191005,488250,07:00pm,0.2mm
20191008,488250,07:00am,7.0mm
20191008,488250,07:00pm,2.0mm
20191009,488250,07:00am,16.0mm
20191009,488250,07:00pm,2.0mm
20191010,488250,07:00am,0.1mm
20191014,488250,07:00pm,1.0mm
20191015,488250,07:00am,0.7mm
20191016,488250,07:00pm,6.0mm
20191017,488250,07:00am,0.4mm
20191017,488250,07:00pm,2.0mm
20191018,488250,07:00am,0.1mm
20191024,488250,07:00am,0.5mm
20191024,488250,07:00pm,2.0mm
20191026,488250,07:00pm,0.1mm
20191027,488250,07:00am,2.0mm
20191027,488250,07:00pm,0.1mm
20191028,488250,07:00am,13.0mm
20191028,488250,07:00pm,~0.0mm
20191101,488250,07:00am,7.0mm
20191101,488250,07:00pm,15.0mm
20191102,488250,07:00am,4.0mm
20191103,488250,07:00am,0.7mm
20191113,488250,07:00pm,2.0mm
20191114,488250,07:00am,15.0mm
20191114,488250,07:00pm,1.0mm
20191118,488250,07:00pm,3.0mm
20191119,488250,07:00am,5.0mm
20191127,488250,07:00pm,~0.0mm
20191201,488250,07:00pm,0.1mm
20191220,488250,07:00am,~0.0mm
20191220,488250,07:00pm,~0.0mm
20191221,488250,07:00am,1.0mm
20191221,488250,07:00pm,1.0mm
20191222,488250,07:00am,1.0mm
20191222,488250,07:00pm,0.2mm
20191223,488250,07:00am,1.0mm
20191223,488250,07:00pm,0.2mm
20191226,488250,07:00am,~0.0mm
20191226,488250,07:00pm,~0.0mm
20191231,488250,07:00pm,0.3mm
20200101,488250,07:00pm,0.2mm
20200102,488250,07:00am,~0.0mm
20200102,488250,07:00pm,~0.0mm
20200104,488250,07:00am,2.0mm
20200104,488250,07:00pm,5.0mm
20200105,488250,07:00pm,3.0mm
20200107,488250,07:00am,2.0mm
20200107,488250,07:00pm,0.9mm
20200112,488250,07:00am,0.9mm
20200113,488250,07:00am,~0.0mm
20200113,488250,07:00pm,0.3mm
20200114,488250,07:00am,0.3mm
20200118,488250,07:00am,0.4mm
20200118,488250,07:00pm,~0.0mm
20200119,488250,07:00am,0.3mm
20200119,488250,07:00pm,~0.0mm
20200121,488250,07:00am,~0.0mm
20200121,488250,07:00pm,0.1mm
20200122,488250,07:00am,0.1mm
20200124,488250,07:00am,~0.0mm
20200124,488250,07:00pm,7.0mm
20200125,488250,07:00am,47.0mm
20200125,488250,07:00pm,11.0mm
20200126,488250,07:00am,8.0mm
20200201,488250,07:00pm,~0.0mm
20200203,488250,07:00am,0.2mm
20200203,488250,07:00pm,2.0mm
20200204,488250,07:00am,4.0mm
20200204,488250,07:00pm,0.5mm
20200205,488250,07:00am,2.0mm
20200205,488250,07:00pm,1.0mm
20200206,488250,07:00am,0.1mm
20200207,488250,07:00am,0.6mm
20200207,488250,07:00pm,0.1mm
20200208,488250,07:00am,2.0mm
20200208,488250,07:00pm,2.0mm
20200209,488250,07:00am,0.8mm
20200209,488250,07:00pm,1.0mm
20200210,488250,07:00pm,~0.0mm
20200211,488250,07:00am,0.1mm
20200212,488250,07:00am,0.3mm
20200212,488250,07:00pm,~0.0mm
20200213,488250,07:00am,3.0mm
20200213,488250,07:00pm,~0.0mm
20200214,488250,07:00am,0.6mm
20200214,488250,07:00pm,~0.0mm
20200216,488250,07:00am,0.3mm
20200220,488250,07:00pm,~0.0mm
20200221,488250,07:00am,~0.0mm
20200228,488250,07:00pm,~0.0mm
20200302,488250,07:00pm,0.2mm
20200303,488250,07:00am,61.0mm
20200303,488250,07:00pm,38.0mm
20200304,488250,07:00am,5.0mm
20200304,488250,07:00pm,15.0mm
20200305,488250,07:00am,2.0mm
20200305,488250,07:00pm,0.2mm
20200306,488250,07:00am,~0.0mm
20200307,488250,07:00am,~0.0mm
20200307,488250,07:00pm,~0.0mm
20200308,488250,07:00am,~0.0mm
20200312,488250,07:00am,~0.0mm
20200313,488250,07:00am,0.1mm
20200313,488250,07:00pm,~0.0mm
20200314,488250,07:00am,0.4mm
20200314,488250,07:00pm,0.1mm
20200316,488250,07:00am,~0.0mm
20200316,488250,07:00pm,0.2mm
20200317,488250,07:00am,2.0mm
20200317,488250,07:00pm,0.7mm
20200318,488250,07:00am,10.0mm
20200318,488250,07:00pm,3.0mm
20200319,488250,07:00am,2.0mm
20200319,488250,07:00pm,0.7mm
20200321,488250,07:00am,~0.0mm
20200321,488250,07:00pm,~0.0mm
20200322,488250,07:00pm,3.0mm
20200323,488250,07:00am,0.9mm
20200323,488250,07:00pm,2.0mm
20200324,488250,07:00am,0.4mm
20200326,488250,07:00am,1.0mm
20200328,488250,07:00pm,~0.0mm
20200330,488250,07:00pm,~0.0mm
20200331,488250,07:00am,0.8mm
20200331,488250,07:00pm,~0.0mm
20200402,488250,07:00am,1.0mm
20200402,488250,07:00pm,0.6mm
20200403,488250,07:00am,0.7mm
20200403,488250,07:00pm,3.0mm
20200404,488250,07:00am,2.0mm
20200404,488250,07:00pm,0.6mm
20200405,488250,07:00am,0.4mm
20200406,488250,07:00am,0.5mm
20200406,488250,07:00pm,0.9mm
20200407,488250,07:00am,0.4mm
20200407,488250,07:00pm,0.2mm
20200408,488250,07:00pm,4.0mm
20200412,488250,07:00am,22.0mm
20200412,488250,07:00pm,4.0mm
20200413,488250,07:00am,0.1mm
20200413,488250,07:00pm,7.0mm
20200417,488250,07:00am,1.0mm
20200417,488250,07:00pm,~0.0mm
20200418,488250,07:00am,0.5mm
20200420,488250,07:00am,~0.0mm
20200421,488250,07:00am,~0.0mm
20200422,488250,07:00am,0.4mm
20200422,488250,07:00pm,1.0mm
20200423,488250,07:00am,2.0mm
20200423,488250,07:00pm,4.0mm
20200424,488250,07:00am,12.0mm
20200424,488250,07:00pm,10.0mm
20200425,488250,07:00am,1.0mm
20200425,488250,07:00pm,0.6mm
20200426,488250,07:00am,0.2mm
20200426,488250,07:00pm,0.3mm
20200427,488250,07:00am,~0.0mm
20200430,488250,07:00pm,~0.0mm
20200501,488250,07:00pm,11.0mm
20200509,488250,07:00am,8.0mm
20200509,488250,07:00pm,~0.0mm
20200510,488250,07:00am,~0.0mm
20200512,488250,07:00am,32.0mm
20200512,488250,07:00pm,4.0mm
20200513,488250,07:00pm,8.0mm
20200514,488250,07:00am,3.0mm
20200516,488250,07:00am,3.0mm
20200518,488250,07:00am,2.0mm
20200518,488250,07:00pm,0.4mm
20200519,488250,07:00am,1.0mm
20200523,488250,07:00am,4.0mm
20200524,488250,07:00am,2.0mm
20200526,488250,07:00am,3.0mm
20200526,488250,07:00pm,0.1mm
20200527,488250,07:00am,6.0mm
20200529,488250,07:00am,0.3mm
20200529,488250,07:00pm,0.2mm
20200531,488250,07:00am,0.4mm
20200601,488250,07:00pm,1.0mm
20200602,488250,07:00am,2.0mm
20200610,488250,07:00pm,0.5mm
20200611,488250,07:00am,5.0mm
20200612,488250,07:00am,2.0mm
20200614,488250,07:00pm,35.0mm
20200615,488250,07:00am,18.0mm
20200615,488250,07:00pm,0.2mm
20200624,488250,07:00am,2.0mm
20200626,488250,07:00am,4.0mm
20200629,488250,07:00am,~0.0mm
20200703,488250,07:00pm,0.4mm
20200704,488250,07:00am,3.0mm
20200704,488250,07:00pm,39.0mm
20200711,488250,07:00pm,~0.0mm
20200720,488250,07:00am,~0.0mm
20200720,488250,07:00pm,~0.0mm
20200721,488250,07:00am,0.6mm
20200721,488250,07:00pm,~0.0mm
20200726,488250,07:00pm,14.0mm
20200731,488250,07:00pm,20.0mm
20200801,488250,07:00pm,8.0mm
20200802,488250,07:00am,21.0mm
20200802,488250,07:00pm,46.0mm
20200803,488250,07:00am,4.0mm
20200804,488250,07:00am,3.0mm
20200804,488250,07:00pm,3.0mm
20200805,488250,07:00am,39.0mm
20200805,488250,07:00pm,4.0mm
20200806,488250,07:00am,5.0mm
20200806,488250,07:00pm,0.2mm
20200807,488250,07:00am,35.0mm
20200809,488250,07:00pm,0.3mm
20200810,488250,07:00am,0.2mm
20200811,488250,07:00am,8.0mm
20200811,488250,07:00pm,21.0mm
20200812,488250,07:00am,20.0mm
20200813,488250,07:00am,12.0mm
20200813,488250,07:00pm,2.0mm
20200814,488250,07:00am,7.0mm
20200814,488250,07:00pm,1.0mm
20200816,488250,07:00am,18.0mm
20200816,488250,07:00pm,0.8mm
20200817,488250,07:00am,3.0mm
20200817,488250,07:00pm,2.0mm
20200818,488250,07:00am,5.0mm
20200818,488250,07:00pm,47.0mm
20200819,488250,07:00am,47.0mm
20200819,488250,07:00pm,2.0mm
20200820,488250,07:00pm,~0.0mm
20200821,488250,07:00am,51.0mm
20200822,488250,07:00am,2.0mm
20200822,488250,07:00pm,5.0mm
20200823,488250,07:00am,0.1mm
20200824,488250,07:00pm,~0.0mm
20200825,488250,07:00am,12.0mm
20200828,488250,07:00pm,1.0mm
20200830,488250,07:00pm,~0.0mm
20200902,488250,07:00pm,~0.0mm
20200903,488250,07:00pm,12.0mm
20200906,488250,07:00pm,31.0mm
20200907,488250,07:00am,9.0mm
20200907,488250,07:00pm,27.0mm
20200910,488250,07:00pm,0.1mm
20200912,488250,07:00pm,0.3mm
20200913,488250,07:00am,2.0mm
20200913,488250,07:00pm,~0.0mm
20200914,488250,07:00am,12.0mm
20200914,488250,07:00pm,0.7mm
20200915,488250,07:00am,0.1mm
20200916,488250,07:00pm,~0.0mm
20200918,488250,07:00am,0.1mm
20200918,488250,07:00pm,3.0mm
20200919,488250,07:00am,0.6mm
20200919,488250,07:00pm,33.0mm
20200920,488250,07:00am,2.0mm
20200920,488250,07:00pm,0.1mm
20200922,488250,07:00am,~0.0mm
20200922,488250,07:00pm,15.0mm
20200923,488250,07:00am,0.6mm
20200924,488250,07:00am,7.0mm
20200924,488250,07:00pm,7.0mm
20200925,488250,07:00pm,0.2mm
20200926,488250,07:00am,8.0mm
20200927,488250,07:00am,2.0mm
20200927,488250,07:00pm,33.0mm
20200928,488250,07:00am,0.4mm
20200928,488250,07:00pm,1.0mm
20201001,488250,07:00am,16.0mm
20201001,488250,07:00pm,5.0mm
20201003,488250,07:00am,0.2mm
20201003,488250,07:00pm,8.0mm
20201004,488250,07:00am,~0.0mm
20201004,488250,07:00pm,0.1mm
20201005,488250,07:00pm,0.4mm
20201014,488250,07:00am,4.0mm
20201014,488250,07:00pm,52.0mm
20201015,488250,07:00am,15.0mm
20201015,488250,07:00pm,25.0mm
20201016,488250,07:00am,56.0mm
20201017,488250,07:00pm,~0.0mm
20201018,488250,07:00pm,14.0mm
20201019,488250,07:00am,1.0mm
20201019,488250,07:00pm,0.2mm
20201020,488250,07:00am,~0.0mm
20201025,488250,07:00pm,~0.0mm
20201026,488250,07:00am,~0.0mm
20201027,488250,07:00am,1.0mm
20201028,488250,07:00pm,0.6mm
20201029,488250,07:00am,13.0mm
20201029,488250,07:00pm,6.0mm
20201030,488250,07:00am,3.0mm
20201030,488250,07:00pm,6.0mm
20201031,488250,07:00am,3.0mm
20201031,488250,07:00pm,~0.0mm
20201102,488250,07:00pm,2.0mm
20201115,488250,07:00am,3.0mm
20201115,488250,07:00pm,7.0mm
20201116,488250,07:00am,13.0mm
20201116,488250,07:00pm,19.0mm
20201117,488250,07:00am,4.0mm
20201119,488250,07:00pm,~0.0mm
20201215,488250,07:00am,0.7mm
20201215,488250,07:00pm,~0.0mm
20201216,488250,07:00am,~0.0mm
20201216,488250,07:00pm,~0.0mm
20201218,488250,07:00am,~0.0mm
20201227,488250,07:00am,~0.0mm
20201227,488250,07:00pm,0.2mm
20201228,488250,07:00am,~0.0mm
20201229,488250,07:00am,~0.0mm
20201229,488250,07:00pm,~0.0mm
20201230,488250,07:00am,3.0mm
20210111,488250,07:00pm,~0.0mm
20210117,488250,07:00am,0.7mm
20210117,488250,07:00pm,2.0mm
20210121,488250,07:00am,~0.0mm
20210121,488250,07:00pm,~0.0mm
20210125,488250,07:00am,~0.0mm
20210125,488250,07:00pm,0.2mm
20210126,488250,07:00am,~0.0mm
20210128,488250,07:00pm,0.3mm
20210131,488250,07:00pm,2.0mm
20210204,488250,07:00pm,~0.0mm
20210208,488250,07:00am,1.0mm
20210208,488250,07:00pm,1.0mm
20210209,488250,07:00am,32.0mm
20210209,488250,07:00pm,13.0mm
20210216,488250,07:00am,0.4mm
20210216,488250,07:00pm,~0.0mm
20210225,488250,07:00pm,~0.0mm
20210226,488250,07:00am,0.3mm
20210227,488250,07:00am,5.0mm
20210227,488250,07:00pm,1.0mm
20210228,488250,07:00am,1.0mm
20210228,488250,07:00pm,1.0mm
20210301,488250,07:00am,1.0mm
20210301,488250,07:00pm,0.1mm
20210302,488250,07:00am,0.8mm
20210303,488250,07:00pm,~0.0mm
20210304,488250,07:00am,4.0mm
20210304,488250,07:00pm,~0.0mm
20210305,488250,07:00am,1.0mm
20210305,488250,07:00pm,~0.0mm
20210306,488250,07:00am,0.9mm
20210306,488250,07:00pm,0.1mm
20210307,488250,07:00am,0.2mm
20210307,488250,07:00pm,~0.0mm
20210308,488250,07:00pm,~0.0mm
20210309,488250,07:00am,~0.0mm
20210309,488250,07:00pm,~0.0mm
20210310,488250,07:00am,~0.0mm
20210311,488250,07:00pm,0.8mm
20210316,488250,07:00am,1.0mm
20210316,488250,07:00pm,1.0mm
20210318,488250,07:00am,~0.0mm
20210318,488250,07:00pm,0.3mm
20210319,488250,07:00am,~0.0mm
20210319,488250,07:00pm,~0.0mm
20210320,488250,07:00am,0.4mm
20210320,488250,07:00pm,0.2mm
20210321,488250,07:00am,2.0mm
20210321,488250,07:00pm,12.0mm
20210325,488250,07:00am,~0.0mm
20210325,488250,07:00pm,~0.0mm
20210326,488250,07:00am,0.8mm
20210326,488250,07:00pm,0.2mm
20210327,488250,07:00am,0.3mm
20210327,488250,07:00pm,~0.0mm
20210328,488250,07:00am,2.0mm
20210328,488250,07:00pm,~0.0mm
20210331,488250,07:00am,~0.0mm
20210331,488250,07:00pm,~0.0mm
20210401,488250,07:00am,~0.0mm
20210402,488250,07:00am,~0.0mm
20210402,488250,07:00pm,0.2mm
20210403,488250,07:00pm,0.5mm
20210405,488250,07:00am,7.0mm
20210405,488250,07:00pm,0.1mm
20210406,488250,07:00am,0.2mm
20210408,488250,07:00pm,0.3mm
20210409,488250,07:00am,10.0mm
20210409,488250,07:00pm,0.3mm
20210410,488250,07:00am,2.0mm
20210410,488250,07:00pm,0.4mm
20210411,488250,07:00am,0.9mm
20210414,488250,07:00am,~0.0mm
20210415,488250,07:00am,3.0mm
20210415,488250,07:00pm,0.7mm
20210416,488250,07:00am,~0.0mm
20210417,488250,07:00am,76.0mm
20210417,488250,07:00pm,49.0mm
20210418,488250,07:00am,2.0mm
20210419,488250,07:00am,0.2mm
20210421,488250,07:00am,~0.0mm
20210423,488250,07:00am,0.2mm
20210425,488250,07:00am,2.0mm
20210425,488250,07:00pm,2.0mm
20210426,488250,07:00am,25.0mm
20210426,488250,07:00pm,16.0mm
20210427,488250,07:00am,0.8mm
20210428,488250,07:00am,6.0mm
20210428,488250,07:00pm,~0.0mm
20210429,488250,07:00am,2.0mm
20210501,488250,07:00pm,0.1mm
20210502,488250,07:00am,4.0mm
20210502,488250,07:00pm,~0.0mm
20210503,488250,07:00pm,~0.0mm
20210505,488250,07:00pm,42.0mm
20210506,488250,07:00am,0.3mm
20210510,488250,07:00pm,4.0mm
20210511,488250,07:00pm,25.0mm
20210512,488250,07:00am,2.0mm
20210513,488250,07:00am,0.5mm
20210513,488250,07:00pm,6.0mm
20210514,488250,07:00am,0.1mm
20210515,488250,07:00pm,~0.0mm
20210516,488250,07:00am,0.2mm
20210517,488250,07:00am,0.5mm
20210523,488250,07:00am,0.4mm
20210524,488250,07:00am,9.0mm
20210525,488250,07:00am,3.0mm
20210525,488250,07:00pm,7.0mm
20210526,488250,07:00am,3.0mm
20210529,488250,07:00pm,1.0mm
20210604,488250,07:00am,0.3mm
20210607,488250,07:00am,33.0mm
20210607,488250,07:00pm,20.0mm
20210608,488250,07:00am,15.0mm
20210608,488250,07:00pm,24.0mm
20210609,488250,07:00am,36.0mm
20210609,488250,07:00pm,0.4mm
20210611,488250,07:00am,2.0mm
20210612,488250,07:00am,30.0mm
20210612,488250,07:00pm,2.0mm
20210613,488250,07:00am,19.0mm
20210613,488250,07:00pm,40.0mm
20210615,488250,07:00am,~0.0mm
20210623,488250,07:00am,43.0mm
20210624,488250,07:00pm,0.6mm
20210626,488250,07:00am,20.0mm
20210626,488250,07:00pm,19.0mm
20210627,488250,07:00am,7.0mm
20210705,488250,07:00pm,5.0mm
20210707,488250,07:00pm,24.0mm
20210708,488250,07:00am,48.0mm
20210708,488250,07:00pm,5.0mm
20210709,488250,07:00am,4.0mm
20210709,488250,07:00pm,3.0mm
20210710,488250,07:00pm,12.0mm
20210718,488250,07:00pm,0.7mm
20210720,488250,07:00pm,~0.0mm
20210722,488250,07:00am,2.0mm
20210722,488250,07:00pm,31.0mm
20210723,488250,07:00am,13.0mm
20210723,488250,07:00pm,37.0mm
20210724,488250,07:00am,2.0mm
20210727,488250,07:00am,0.2mm
20210729,488250,07:00am,0.1mm
20210729,488250,07:00pm,6.0mm
20210801,488250,07:00am,16.0mm
20210801,488250,07:00pm,0.1mm
20210808,488250,07:00pm,~0.0mm
20210809,488250,07:00pm,~0.0mm
20210810,488250,07:00am,~0.0mm
20210810,488250,07:00pm,23.0mm
20210811,488250,07:00am,4.0mm
20210811,488250,07:00pm,21.0mm
20210812,488250,07:00am,36.0mm
20210812,488250,07:00pm,15.0mm
20210813,488250,07:00am,1.0mm
20210815,488250,07:00pm,~0.0mm
20210818,488250,07:00am,~0.0mm
20210819,488250,07:00am,25.0mm
20210825,488250,07:00am,3.0mm
20210825,488250,07:00pm,6.0mm
20210826,488250,07:00am,33.0mm
20210826,488250,07:00pm,0.1mm
20210827,488250,07:00am,52.0mm
20210827,488250,07:00pm,26.0mm
20210828,488250,07:00am,11.0mm
20210828,488250,07:00pm,6.0mm
20210831,488250,07:00pm,10.0mm
20210901,488250,07:00pm,19.0mm
20210902,488250,07:00pm,~0.0mm
20210903,488250,07:00pm,2.0mm
20210904,488250,07:00pm,9.0mm
20210905,488250,07:00am,0.2mm
20210905,488250,07:00pm,38.0mm
20210908,488250,07:00pm,24.0mm
20210909,488250,07:00am,58.0mm
20210909,488250,07:00pm,0.3mm
20210913,488250,07:00pm,~0.0mm
20210914,488250,07:00am,0.9mm
20210914,488250,07:00pm,11.0mm
20210915,488250,07:00am,13.0mm
20210915,488250,07:00pm,18.0mm
20210916,488250,07:00am,5.0mm
20210917,488250,07:00pm,4.0mm
20210918,488250,07:00am,3.0mm
20210922,488250,07:00pm,3.0mm
20210923,488250,07:00pm,0.2mm
20210924,488250,07:00am,~0.0mm
20210924,488250,07:00pm,20.0mm
20210925,488250,07:00am,73.0mm
20210925,488250,07:00pm,15.0mm
20210926,488250,07:00am,27.0mm
20210926,488250,07:00pm,8.0mm
20210927,488250,07:00am,2.0mm
20210927,488250,07:00pm,3.0mm
20211004,488250,07:00pm,8.0mm
20211005,488250,07:00am,0.1mm
20211009,488250,07:00pm,9.0mm
20211010,488250,07:00am,27.0mm
20211010,488250,07:00pm,60.0mm
20211011,488250,07:00am,36.0mm
20211011,488250,07:00pm,68.0mm
20211013,488250,07:00pm,5.0mm
20211014,488250,07:00am,11.0mm
20211014,488250,07:00pm,4.0mm
20211015,488250,07:00am,12.0mm
20211015,488250,07:00pm,21.0mm
20211016,488250,07:00am,48.0mm
20211016,488250,07:00pm,4.0mm
20211017,488250,07:00am,4.0mm
20211017,488250,07:00pm,0.1mm
20211018,488250,07:00am,3.0mm
20211018,488250,07:00pm,13.0mm
20211019,488250,07:00pm,3.0mm
20211020,488250,07:00am,~0.0mm
20211021,488250,07:00pm,~0.0mm
20211028,488250,07:00pm,41.0mm
