date,station_id,time,precipitation
20220319,488250,07:00pm,~0.0mm
20220321,488250,07:00am,~0.0mm
20220321,488250,07:00pm,~0.0mm
20220322,488250,07:00pm,~0.0mm
20220323,488250,07:00am,4.0mm
20220323,488250,07:00pm,5.0mm
20220324,488250,07:00am,5.0mm
20220325,488250,07:00am,0.2mm
20220327,488250,07:00am,~0.0mm
20220327,488250,07:00pm,0.9mm
20220328,488250,07:00am,7.0mm
20220329,488250,07:00pm,~0.0mm
20220330,488250,07:00am,0.8mm
20220330,488250,07:00pm,0.3mm
20220331,488250,07:00am,0.2mm
20220401,488250,07:00am,26.0mm
20220401,488250,07:00pm,18.0mm
20220411,488250,07:00pm,~0.0mm
20220415,488250,07:00am,~0.0mm
20220415,488250,07:00pm,~0.0mm
20220416,488250,07:00am,0.6mm
20220416,488250,07:00pm,5.0mm
20220417,488250,07:00am,1.0mm
20220417,488250,07:00pm,0.4mm
20220418,488250,07:00am,9.0mm
20220418,488250,07:00pm,2.0mm
20220427,488250,07:00am,0.1mm
20220430,488250,07:00am,1.0mm
20220501,488250,07:00am,12.0mm
20220501,488250,07:00pm,0.1mm
20220507,488250,07:00am,1.0mm
20220507,488250,07:00pm,~0.0mm
20220508,488250,07:00am,0.2mm
20220508,488250,07:00pm,3.0mm
20220509,488250,07:00am,2.0mm
20220510,488250,07:00am,3.0mm
20220511,488250,07:00am,~0.0mm
20220512,488250,07:00am,0.5mm
20220512,488250,07:00pm,37.0mm
20220514,488250,07:00am,3.0mm
20220514,488250,07:00pm,0.3mm
20220515,488250,07:00am,4.0mm
20220515,488250,07:00pm,1.0mm
20220521,488250,07:00pm,0.1mm
20220522,488250,07:00am,6.0mm
20220522,488250,07:00pm,43.0mm
20220523,488250,07:00am,122.0mm
20220523,488250,07:00pm,22.0mm
20220524,488250,07:00am,44.0mm
20220524,488250,07:00pm,4.0mm
20220527,488250,07:00pm,7.0mm
20220528,488250,07:00am,3.0mm
20220528,488250,07:00pm,31.0mm
20220529,488250,07:00am,1.0mm
20220529,488250,07:00pm,19.0mm
20220531,488250,07:00am,59.0mm
20220531,488250,07:00pm,0.1mm
20220601,488250,07:00pm,25.0mm
20220602,488250,07:00am,4.0mm
20220606,488250,07:00pm,5.0mm
20220607,488250,07:00am,6.0mm
20220608,488250,07:00pm,7.0mm
20220610,488250,07:00pm,~0.0mm
20220611,488250,07:00am,0.3mm
20220611,488250,07:00pm,0.3mm
20220612,488250,07:00am,0.1mm
20220614,488250,07:00am,57.0mm
20220614,488250,07:00pm,0.1mm
20220615,488250,07:00am,20.0mm
20220616,488250,07:00am,2.0mm
20220622,488250,07:00pm,~0.0mm
20220623,488250,07:00am,3.0mm
20220626,488250,07:00pm,1.0mm
20220627,488250,07:00am,~0.0mm
20220629,488250,07:00pm,0.3mm
20220630,488250,07:00am,51.0mm
20220703,488250,07:00am,0.9mm
20220703,488250,07:00pm,2.0mm
20220705,488250,07:00pm,85.0mm
20220706,488250,07:00am,8.0mm
20220707,488250,07:00pm,24.0mm
20220708,488250,07:00am,3.0mm
20220709,488250,07:00am,0.5mm
20220709,488250,07:00pm,0.7mm
20220710,488250,07:00pm,0.2mm
20220711,488250,07:00pm,1.0mm
20220712,488250,07:00pm,2.0mm
20220713,488250,07:00am,22.0mm
20220713,488250,07:00pm,12.0mm
20220714,488250,07:00am,7.0mm
20220714,488250,07:00pm,0.6mm
20220715,488250,07:00am,34.0mm
20220718,488250,07:00pm,5.0mm
20220719,488250,07:00am,49.0mm
20220720,488250,07:00am,17.0mm
20220720,488250,07:00pm,10.0mm
20220721,488250,07:00am,5.0mm
20220721,488250,07:00pm,19.0mm
20220722,488250,07:00am,10.0mm
20220722,488250,07:00pm,6.0mm
20220730,488250,07:00pm,26.0mm
20220731,488250,07:00am,2.0mm
20220802,488250,07:00am,3.0mm
20220804,488250,07:00pm,0.4mm
20220805,488250,07:00am,0.9mm
20220806,488250,07:00am,14.0mm
20220806,488250,07:00pm,0.2mm
20220807,488250,07:00am,6.0mm
20220807,488250,07:00pm,3.0mm
20220808,488250,07:00pm,1.0mm
20220809,488250,07:00am,0.4mm
20220810,488250,07:00pm,5.0mm
20220811,488250,07:00am,55.0mm
20220811,488250,07:00pm,99.0mm
20220812,488250,07:00am,83.0mm
20220812,488250,07:00pm,10.0mm
20220814,488250,07:00pm,~0.0mm
20220820,488250,07:00am,9.0mm
20220820,488250,07:00pm,9.0mm
20220821,488250,07:00am,29.0mm
20220821,488250,07:00pm,17.0mm
20220822,488250,07:00am,3.0mm
20220823,488250,07:00pm,~0.0mm
20220825,488250,07:00pm,31.0mm
20220826,488250,07:00am,44.0mm
20220826,488250,07:00pm,~0.0mm
20220901,488250,07:00pm,11.0mm
20220904,488250,07:00pm,2.0mm
20220907,488250,07:00pm,2.0mm
20220908,488250,07:00am,40.0mm
20220908,488250,07:00pm,61.0mm
20220909,488250,07:00am,20.0mm
20220909,488250,07:00pm,2.0mm
20220910,488250,07:00am,18.0mm
20220910,488250,07:00pm,0.7mm
20220915,488250,07:00pm,1.0mm
20220916,488250,07:00pm,0.1mm
20220917,488250,07:00am,0.6mm
20220917,488250,07:00pm,0.1mm
20220920,488250,07:00pm,26.0mm
20220921,488250,07:00pm,2.0mm
20220922,488250,07:00am,0.1mm
20220922,488250,07:00pm,25.0mm
20220923,488250,07:00pm,18.0mm
20220924,488250,07:00am,3.0mm
20220924,488250,07:00pm,6.0mm
20220925,488250,07:00am,18.0mm
20220925,488250,07:00pm,0.2mm
20220929,488250,07:00am,0.6mm
20221004,488250,07:00pm,~0.0mm
20221006,488250,07:00pm,4.0mm
20221007,488250,07:00pm,1.0mm
20221009,488250,07:00pm,0.3mm
20221010,488250,07:00am,0.2mm
20221019,488250,07:00pm,~0.0mm
20221020,488250,07:00am,10.0mm
20221020,488250,07:00pm,9.0mm
20221021,488250,07:00am,1.0mm
20221021,488250,07:00pm,4.0mm
20221025,488250,07:00pm,0.1mm
20221029,488250,07:00pm,0.5mm
20221113,488250,07:00pm,0.1mm
20221116,488250,07:00am,0.1mm
20221116,488250,07:00pm,0.1mm
20221119,488250,07:00am,1.0mm
20221119,488250,07:00pm,0.3mm
20221124,488250,07:00am,4.0mm
20221124,488250,07:00pm,1.0mm
20221125,488250,07:00am,1.0mm
20221125,488250,07:00pm,0.2mm
20221126,488250,07:00am,1.0mm
20221126,488250,07:00pm,0.2mm
20221130,488250,07:00pm,0.1mm
20221201,488250,07:00am,2.0mm
20221201,488250,07:00pm,0.1mm
20221205,488250,07:00am,0.1mm
20221210,488250,07:00am,0.3mm
20221210,488250,07:00pm,0.9mm
20221211,488250,07:00am,0.1mm
20221228,488250,07:00am,0.1mm
20221228,488250,07:00pm,10.0mm
20221229,488250,07:00am,0.1mm
